"Step","lmax2_ns8_nv2 - valinf_rmsds_lt5","lmax2_ns8_nv2 - valinf_rmsds_lt5__MIN","lmax2_ns8_nv2 - valinf_rmsds_lt5__MAX","lmax3_ns8_nv2 - valinf_rmsds_lt5","lmax3_ns8_nv2 - valinf_rmsds_lt5__MIN","lmax3_ns8_nv2 - valinf_rmsds_lt5__MAX","lmax1_ns8_nv2_1e_0o - valinf_rmsds_lt5","lmax1_ns8_nv2_1e_0o - valinf_rmsds_lt5__MIN","lmax1_ns8_nv2_1e_0o - valinf_rmsds_lt5__MAX","lmax1_ns8_nv2_1e_0e - valinf_rmsds_lt5","lmax1_ns8_nv2_1e_0e - valinf_rmsds_lt5__MIN","lmax1_ns8_nv2_1e_0e - valinf_rmsds_lt5__MAX","lmax1_ns8_nv2_1o_0e - valinf_rmsds_lt5","lmax1_ns8_nv2_1o_0e - valinf_rmsds_lt5__MIN","lmax1_ns8_nv2_1o_0e - valinf_rmsds_lt5__MAX","lmax1_ns8_nv2_odd - valinf_rmsds_lt5","lmax1_ns8_nv2_odd - valinf_rmsds_lt5__MIN","lmax1_ns8_nv2_odd - valinf_rmsds_lt5__MAX","lmax1_ns8_nv2 - valinf_rmsds_lt5","lmax1_ns8_nv2 - valinf_rmsds_lt5__MIN","lmax1_ns8_nv2 - valinf_rmsds_lt5__MAX","lmax0_ns8_nv2 - valinf_rmsds_lt5","lmax0_ns8_nv2 - valinf_rmsds_lt5__MIN","lmax0_ns8_nv2 - valinf_rmsds_lt5__MAX"
"5","46.34146341463414","7.317073170731708","85.36585365853658","41.46341463414634","0","82.92682926829268","0","0","0","0","0","0","2.4390243902439024","2.4390243902439024","2.4390243902439024","2.4390243902439024","2.4390243902439024","2.4390243902439024","0","0","0","0","0","0"
"10","47.5609756097561","17.073170731707318","78.04878048780488","48.78048780487805","9.75609756097561","87.8048780487805","0","0","0","0","0","0","17.073170731707318","17.073170731707318","17.073170731707318","4.878048780487805","4.878048780487805","4.878048780487805","2.4390243902439024","2.4390243902439024","2.4390243902439024","0","0","0"
"15","54.87804878048781","19.51219512195122","90.2439024390244","51.21951219512195","17.073170731707318","85.36585365853658","9.75609756097561","9.75609756097561","9.75609756097561","9.75609756097561","9.75609756097561","9.75609756097561","12.195121951219512","12.195121951219512","12.195121951219512","14.634146341463415","14.634146341463415","14.634146341463415","9.75609756097561","9.75609756097561","9.75609756097561","0","0","0"
"20","47.5609756097561","14.634146341463415","80.48780487804878","46.34146341463414","9.75609756097561","82.92682926829268","12.195121951219512","12.195121951219512","12.195121951219512","17.073170731707318","17.073170731707318","17.073170731707318","12.195121951219512","12.195121951219512","12.195121951219512","41.46341463414634","41.46341463414634","41.46341463414634","21.951219512195124","21.951219512195124","21.951219512195124","0","0","0"
"25","60.97560975609757","34.146341463414636","87.8048780487805","57.3170731707317","36.58536585365854","78.04878048780488","14.634146341463415","14.634146341463415","14.634146341463415","19.51219512195122","19.51219512195122","19.51219512195122","14.634146341463415","14.634146341463415","14.634146341463415","9.75609756097561","9.75609756097561","9.75609756097561","12.195121951219512","12.195121951219512","12.195121951219512","0","0","0"
"30","56.09756097560975","29.26829268292683","82.92682926829268","67.07317073170732","46.34146341463415","87.8048780487805","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0","34.146341463414636","34.146341463414636","34.146341463414636","41.46341463414634","41.46341463414634","41.46341463414634","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"35","56.09756097560975","26.829268292682926","85.36585365853658","57.31707317073171","26.829268292682926","87.8048780487805","26.829268292682926","26.829268292682926","26.829268292682926","4.878048780487805","4.878048780487805","4.878048780487805","21.951219512195124","21.951219512195124","21.951219512195124","17.073170731707318","17.073170731707318","17.073170731707318","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"40","69.51219512195122","58.53658536585366","80.48780487804878","65.85365853658536","51.21951219512195","80.48780487804878","60.97560975609756","60.97560975609756","60.97560975609756","9.75609756097561","9.75609756097561","9.75609756097561","24.390243902439025","24.390243902439025","24.390243902439025","39.02439024390244","39.02439024390244","39.02439024390244","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"45","67.07317073170731","48.78048780487805","85.36585365853658","59.756097560975604","39.02439024390244","80.48780487804878","41.46341463414634","41.46341463414634","41.46341463414634","17.073170731707318","17.073170731707318","17.073170731707318","17.073170731707318","17.073170731707318","17.073170731707318","9.75609756097561","9.75609756097561","9.75609756097561","60.97560975609756","60.97560975609756","60.97560975609756","0","0","0"
"50","56.09756097560975","26.829268292682926","85.36585365853658","69.51219512195122","48.78048780487805","90.2439024390244","41.46341463414634","41.46341463414634","41.46341463414634","24.390243902439025","24.390243902439025","24.390243902439025","7.317073170731708","7.317073170731708","7.317073170731708","36.58536585365854","36.58536585365854","36.58536585365854","53.65853658536585","53.65853658536585","53.65853658536585","0","0","0"
"55","57.31707317073171","24.390243902439025","90.2439024390244","68.29268292682927","48.78048780487805","87.8048780487805","85.36585365853658","85.36585365853658","85.36585365853658","39.02439024390244","39.02439024390244","39.02439024390244","24.390243902439025","24.390243902439025","24.390243902439025","43.90243902439025","43.90243902439025","43.90243902439025","51.21951219512195","51.21951219512195","51.21951219512195","0","0","0"
"60","58.536585365853654","36.58536585365854","80.48780487804878","64.6341463414634","43.90243902439025","85.36585365853658","85.36585365853658","85.36585365853658","85.36585365853658","39.02439024390244","39.02439024390244","39.02439024390244","21.951219512195124","21.951219512195124","21.951219512195124","51.21951219512195","51.21951219512195","51.21951219512195","70.73170731707317","70.73170731707317","70.73170731707317","0","0","0"
"65","60.975609756097555","39.02439024390244","82.92682926829268","69.51219512195122","51.21951219512195","87.8048780487805","26.829268292682926","26.829268292682926","26.829268292682926","46.34146341463415","46.34146341463415","46.34146341463415","21.951219512195124","21.951219512195124","21.951219512195124","48.78048780487805","48.78048780487805","48.78048780487805","65.85365853658537","65.85365853658537","65.85365853658537","0","0","0"
"70","73.17073170731707","65.85365853658537","80.48780487804878","67.07317073170732","46.34146341463415","87.8048780487805","56.09756097560975","56.09756097560975","56.09756097560975","39.02439024390244","39.02439024390244","39.02439024390244","14.634146341463415","14.634146341463415","14.634146341463415","46.34146341463415","46.34146341463415","46.34146341463415","65.85365853658537","65.85365853658537","65.85365853658537","0","0","0"
"75","76.82926829268293","73.17073170731707","80.48780487804878","80.48780487804878","80.48780487804878","80.48780487804878","85.36585365853658","85.36585365853658","85.36585365853658","48.78048780487805","48.78048780487805","48.78048780487805","12.195121951219512","12.195121951219512","12.195121951219512","75.60975609756098","75.60975609756098","75.60975609756098","68.29268292682927","68.29268292682927","68.29268292682927","0","0","0"
"80","75.60975609756098","65.85365853658537","85.36585365853658","70.73170731707316","56.09756097560975","85.36585365853658","70.73170731707317","70.73170731707317","70.73170731707317","46.34146341463415","46.34146341463415","46.34146341463415","17.073170731707318","17.073170731707318","17.073170731707318","75.60975609756098","75.60975609756098","75.60975609756098","65.85365853658537","65.85365853658537","65.85365853658537","0","0","0"
"85","73.17073170731707","60.97560975609756","85.36585365853658","64.63414634146342","36.58536585365854","92.6829268292683","75.60975609756098","75.60975609756098","75.60975609756098","43.90243902439025","43.90243902439025","43.90243902439025","14.634146341463415","14.634146341463415","14.634146341463415","58.53658536585366","58.53658536585366","58.53658536585366","68.29268292682927","68.29268292682927","68.29268292682927","0","0","0"
"90","58.536585365853654","31.70731707317073","85.36585365853658","84.14634146341463","82.92682926829268","85.36585365853658","78.04878048780488","78.04878048780488","78.04878048780488","51.21951219512195","51.21951219512195","51.21951219512195","17.073170731707318","17.073170731707318","17.073170731707318","39.02439024390244","39.02439024390244","39.02439024390244","68.29268292682927","68.29268292682927","68.29268292682927","0","0","0"
"95","75.60975609756098","65.85365853658537","85.36585365853658","82.92682926829268","80.48780487804878","85.36585365853658","73.17073170731707","73.17073170731707","73.17073170731707","63.41463414634146","63.41463414634146","63.41463414634146","21.951219512195124","21.951219512195124","21.951219512195124","68.29268292682927","68.29268292682927","68.29268292682927","82.92682926829268","82.92682926829268","82.92682926829268","2.4390243902439024","2.4390243902439024","2.4390243902439024"
"100","84.14634146341464","75.60975609756098","92.6829268292683","74.39024390243902","63.41463414634146","85.36585365853658","65.85365853658537","65.85365853658537","65.85365853658537","53.65853658536585","53.65853658536585","53.65853658536585","46.34146341463415","46.34146341463415","46.34146341463415","82.92682926829268","82.92682926829268","82.92682926829268","56.09756097560975","56.09756097560975","56.09756097560975","0","0","0"
"105","75.60975609756098","65.85365853658537","85.36585365853658","65.85365853658537","41.46341463414634","90.2439024390244","53.65853658536585","53.65853658536585","53.65853658536585","48.78048780487805","48.78048780487805","48.78048780487805","34.146341463414636","34.146341463414636","34.146341463414636","78.04878048780488","78.04878048780488","78.04878048780488","51.21951219512195","51.21951219512195","51.21951219512195","0","0","0"
"110","70.73170731707317","60.97560975609756","80.48780487804878","82.92682926829269","78.04878048780488","87.8048780487805","65.85365853658537","65.85365853658537","65.85365853658537","65.85365853658537","65.85365853658537","65.85365853658537","12.195121951219512","12.195121951219512","12.195121951219512","75.60975609756098","75.60975609756098","75.60975609756098","82.92682926829268","82.92682926829268","82.92682926829268","2.4390243902439024","2.4390243902439024","2.4390243902439024"
"115","85.3658536585366","82.92682926829268","87.8048780487805","74.39024390243902","70.73170731707317","78.04878048780488","87.8048780487805","87.8048780487805","87.8048780487805","78.04878048780488","78.04878048780488","78.04878048780488","34.146341463414636","34.146341463414636","34.146341463414636","70.73170731707317","70.73170731707317","70.73170731707317","73.17073170731707","73.17073170731707","73.17073170731707","2.4390243902439024","2.4390243902439024","2.4390243902439024"
"120","64.6341463414634","56.09756097560975","73.17073170731707","79.26829268292683","78.04878048780488","80.48780487804878","78.04878048780488","78.04878048780488","78.04878048780488","78.04878048780488","78.04878048780488","78.04878048780488","51.21951219512195","51.21951219512195","51.21951219512195","90.2439024390244","90.2439024390244","90.2439024390244","85.36585365853658","85.36585365853658","85.36585365853658","4.878048780487805","4.878048780487805","4.878048780487805"
"125","81.70731707317073","80.48780487804878","82.92682926829268","76.82926829268293","70.73170731707317","82.92682926829268","78.04878048780488","78.04878048780488","78.04878048780488","48.78048780487805","48.78048780487805","48.78048780487805","51.21951219512195","51.21951219512195","51.21951219512195","97.5609756097561","97.5609756097561","97.5609756097561","85.36585365853658","85.36585365853658","85.36585365853658","0","0","0"
"130","79.26829268292683","78.04878048780488","80.48780487804878","80.48780487804878","78.04878048780488","82.92682926829268","70.73170731707317","70.73170731707317","70.73170731707317","75.60975609756098","75.60975609756098","75.60975609756098","56.09756097560975","56.09756097560975","56.09756097560975","75.60975609756098","75.60975609756098","75.60975609756098","80.48780487804878","80.48780487804878","80.48780487804878","12.195121951219512","12.195121951219512","12.195121951219512"
"135","80.48780487804879","73.17073170731707","87.8048780487805","74.39024390243902","63.41463414634146","85.36585365853658","53.65853658536585","53.65853658536585","53.65853658536585","75.60975609756098","75.60975609756098","75.60975609756098","58.53658536585366","58.53658536585366","58.53658536585366","63.41463414634146","63.41463414634146","63.41463414634146","82.92682926829268","82.92682926829268","82.92682926829268","2.4390243902439024","2.4390243902439024","2.4390243902439024"
"140","89.02439024390245","87.8048780487805","90.2439024390244","85.3658536585366","78.04878048780488","92.6829268292683","63.41463414634146","63.41463414634146","63.41463414634146","60.97560975609756","60.97560975609756","60.97560975609756","63.41463414634146","63.41463414634146","63.41463414634146","80.48780487804878","80.48780487804878","80.48780487804878","82.92682926829268","82.92682926829268","82.92682926829268","0","0","0"
"145","73.17073170731707","63.41463414634146","82.92682926829268","70.73170731707317","68.29268292682927","73.17073170731707","78.04878048780488","78.04878048780488","78.04878048780488","56.09756097560975","56.09756097560975","56.09756097560975","58.53658536585366","58.53658536585366","58.53658536585366","63.41463414634146","63.41463414634146","63.41463414634146","87.8048780487805","87.8048780487805","87.8048780487805","0","0","0"
"150","84.14634146341464","80.48780487804878","87.8048780487805","80.48780487804879","73.17073170731707","87.8048780487805","75.60975609756098","75.60975609756098","75.60975609756098","80.48780487804878","80.48780487804878","80.48780487804878","51.21951219512195","51.21951219512195","51.21951219512195","73.17073170731707","73.17073170731707","73.17073170731707","82.92682926829268","82.92682926829268","82.92682926829268","4.878048780487805","4.878048780487805","4.878048780487805"
"155","68.29268292682927","48.78048780487805","87.8048780487805","86.58536585365854","85.36585365853658","87.8048780487805","85.36585365853658","85.36585365853658","85.36585365853658","68.29268292682927","68.29268292682927","68.29268292682927","78.04878048780488","78.04878048780488","78.04878048780488","75.60975609756098","75.60975609756098","75.60975609756098","87.8048780487805","87.8048780487805","87.8048780487805","7.317073170731708","7.317073170731708","7.317073170731708"
"160","79.26829268292684","68.29268292682927","90.2439024390244","80.48780487804878","78.04878048780488","82.92682926829268","78.04878048780488","78.04878048780488","78.04878048780488","80.48780487804878","80.48780487804878","80.48780487804878","75.60975609756098","75.60975609756098","75.60975609756098","73.17073170731707","73.17073170731707","73.17073170731707","80.48780487804878","80.48780487804878","80.48780487804878","4.878048780487805","4.878048780487805","4.878048780487805"
"165","84.14634146341463","82.92682926829268","85.36585365853658","85.3658536585366","80.48780487804878","90.2439024390244","78.04878048780488","78.04878048780488","78.04878048780488","70.73170731707317","70.73170731707317","70.73170731707317","68.29268292682927","68.29268292682927","68.29268292682927","78.04878048780488","78.04878048780488","78.04878048780488","78.04878048780488","78.04878048780488","78.04878048780488","7.317073170731708","7.317073170731708","7.317073170731708"
"170","79.26829268292683","73.17073170731707","85.36585365853658","82.92682926829269","75.60975609756098","90.2439024390244","78.04878048780488","78.04878048780488","78.04878048780488","73.17073170731707","73.17073170731707","73.17073170731707","70.73170731707317","70.73170731707317","70.73170731707317","78.04878048780488","78.04878048780488","78.04878048780488","85.36585365853658","85.36585365853658","85.36585365853658","2.4390243902439024","2.4390243902439024","2.4390243902439024"
"175","86.58536585365854","85.36585365853658","87.8048780487805","76.82926829268293","75.60975609756098","78.04878048780488","63.41463414634146","63.41463414634146","63.41463414634146","73.17073170731707","73.17073170731707","73.17073170731707","56.09756097560975","56.09756097560975","56.09756097560975","63.41463414634146","63.41463414634146","63.41463414634146","75.60975609756098","75.60975609756098","75.60975609756098","17.073170731707318","17.073170731707318","17.073170731707318"
"180","81.70731707317074","75.60975609756098","87.8048780487805","75.60975609756098","73.17073170731707","78.04878048780488","85.36585365853658","85.36585365853658","85.36585365853658","75.60975609756098","75.60975609756098","75.60975609756098","75.60975609756098","75.60975609756098","75.60975609756098","78.04878048780488","78.04878048780488","78.04878048780488","90.2439024390244","90.2439024390244","90.2439024390244","4.878048780487805","4.878048780487805","4.878048780487805"
"185","78.04878048780488","70.73170731707317","85.36585365853658","84.14634146341464","80.48780487804878","87.8048780487805","90.2439024390244","90.2439024390244","90.2439024390244","65.85365853658537","65.85365853658537","65.85365853658537","70.73170731707317","70.73170731707317","70.73170731707317","70.73170731707317","70.73170731707317","70.73170731707317","80.48780487804878","80.48780487804878","80.48780487804878","14.634146341463415","14.634146341463415","14.634146341463415"
"190","82.92682926829269","78.04878048780488","87.8048780487805","79.26829268292683","73.17073170731707","85.36585365853658","80.48780487804878","80.48780487804878","80.48780487804878","75.60975609756098","75.60975609756098","75.60975609756098","63.41463414634146","63.41463414634146","63.41463414634146","87.8048780487805","87.8048780487805","87.8048780487805","78.04878048780488","78.04878048780488","78.04878048780488","4.878048780487805","4.878048780487805","4.878048780487805"
"195","80.48780487804878","75.60975609756098","85.36585365853658","81.70731707317073","80.48780487804878","82.92682926829268","80.48780487804878","80.48780487804878","80.48780487804878","68.29268292682927","68.29268292682927","68.29268292682927","53.65853658536585","53.65853658536585","53.65853658536585","87.8048780487805","87.8048780487805","87.8048780487805","68.29268292682927","68.29268292682927","68.29268292682927","2.4390243902439024","2.4390243902439024","2.4390243902439024"
"200","82.92682926829268","80.48780487804878","85.36585365853658","76.82926829268293","70.73170731707317","82.92682926829268","85.36585365853658","85.36585365853658","85.36585365853658","68.29268292682927","68.29268292682927","68.29268292682927","63.41463414634146","63.41463414634146","63.41463414634146","63.41463414634146","63.41463414634146","63.41463414634146","80.48780487804878","80.48780487804878","80.48780487804878","7.317073170731708","7.317073170731708","7.317073170731708"
"205","79.26829268292683","75.60975609756098","82.92682926829268","80.48780487804878","80.48780487804878","80.48780487804878","75.60975609756098","75.60975609756098","75.60975609756098","70.73170731707317","70.73170731707317","70.73170731707317","63.41463414634146","63.41463414634146","63.41463414634146","73.17073170731707","73.17073170731707","73.17073170731707","85.36585365853658","85.36585365853658","85.36585365853658","14.634146341463415","14.634146341463415","14.634146341463415"
"210","85.3658536585366","82.92682926829268","87.8048780487805","80.48780487804878","75.60975609756098","85.36585365853658","82.92682926829268","82.92682926829268","82.92682926829268","82.92682926829268","82.92682926829268","82.92682926829268","58.53658536585366","58.53658536585366","58.53658536585366","73.17073170731707","73.17073170731707","73.17073170731707","82.92682926829268","82.92682926829268","82.92682926829268","19.51219512195122","19.51219512195122","19.51219512195122"
"215","76.82926829268293","75.60975609756098","78.04878048780488","76.82926829268293","70.73170731707317","82.92682926829268","68.29268292682927","68.29268292682927","68.29268292682927","75.60975609756098","75.60975609756098","75.60975609756098","63.41463414634146","63.41463414634146","63.41463414634146","85.36585365853658","85.36585365853658","85.36585365853658","80.48780487804878","80.48780487804878","80.48780487804878","9.75609756097561","9.75609756097561","9.75609756097561"
"220","84.14634146341464","78.04878048780488","90.2439024390244","80.48780487804878","75.60975609756098","85.36585365853658","90.2439024390244","90.2439024390244","90.2439024390244","75.60975609756098","75.60975609756098","75.60975609756098","65.85365853658537","65.85365853658537","65.85365853658537","82.92682926829268","82.92682926829268","82.92682926829268","78.04878048780488","78.04878048780488","78.04878048780488","19.51219512195122","19.51219512195122","19.51219512195122"
"225","80.48780487804878","80.48780487804878","80.48780487804878","80.48780487804878","78.04878048780488","82.92682926829268","85.36585365853658","85.36585365853658","85.36585365853658","90.2439024390244","90.2439024390244","90.2439024390244","73.17073170731707","73.17073170731707","73.17073170731707","73.17073170731707","73.17073170731707","73.17073170731707","87.8048780487805","87.8048780487805","87.8048780487805","17.073170731707318","17.073170731707318","17.073170731707318"
"230","86.58536585365854","85.36585365853658","87.8048780487805","76.82926829268293","75.60975609756098","78.04878048780488","85.36585365853658","85.36585365853658","85.36585365853658","80.48780487804878","80.48780487804878","80.48780487804878","75.60975609756098","75.60975609756098","75.60975609756098","80.48780487804878","80.48780487804878","80.48780487804878","73.17073170731707","73.17073170731707","73.17073170731707","24.390243902439025","24.390243902439025","24.390243902439025"
"235","81.70731707317073","78.04878048780488","85.36585365853658","74.39024390243902","70.73170731707317","78.04878048780488","80.48780487804878","80.48780487804878","80.48780487804878","87.8048780487805","87.8048780487805","87.8048780487805","56.09756097560975","56.09756097560975","56.09756097560975","78.04878048780488","78.04878048780488","78.04878048780488","82.92682926829268","82.92682926829268","82.92682926829268","21.951219512195124","21.951219512195124","21.951219512195124"
"240","85.36585365853658","85.36585365853658","85.36585365853658","84.14634146341463","82.92682926829268","85.36585365853658","73.17073170731707","73.17073170731707","73.17073170731707","68.29268292682927","68.29268292682927","68.29268292682927","70.73170731707317","70.73170731707317","70.73170731707317","80.48780487804878","80.48780487804878","80.48780487804878","92.6829268292683","92.6829268292683","92.6829268292683","12.195121951219512","12.195121951219512","12.195121951219512"
"245","84.14634146341464","80.48780487804878","87.8048780487805","76.82926829268293","70.73170731707317","82.92682926829268","70.73170731707317","70.73170731707317","70.73170731707317","78.04878048780488","78.04878048780488","78.04878048780488","60.97560975609756","60.97560975609756","60.97560975609756","75.60975609756098","75.60975609756098","75.60975609756098","80.48780487804878","80.48780487804878","80.48780487804878","0","0","0"
"250","84.14634146341463","82.92682926829268","85.36585365853658","82.92682926829269","78.04878048780488","87.8048780487805","82.92682926829268","82.92682926829268","82.92682926829268","80.48780487804878","80.48780487804878","80.48780487804878","60.97560975609756","60.97560975609756","60.97560975609756","85.36585365853658","85.36585365853658","85.36585365853658","90.2439024390244","90.2439024390244","90.2439024390244","14.634146341463415","14.634146341463415","14.634146341463415"
"255","89.02439024390245","87.8048780487805","90.2439024390244","80.48780487804878","80.48780487804878","80.48780487804878","85.36585365853658","85.36585365853658","85.36585365853658","82.92682926829268","82.92682926829268","82.92682926829268","85.36585365853658","85.36585365853658","85.36585365853658","63.41463414634146","63.41463414634146","63.41463414634146","80.48780487804878","80.48780487804878","80.48780487804878","14.634146341463415","14.634146341463415","14.634146341463415"
"260","80.48780487804878","78.04878048780488","82.92682926829268","87.8048780487805","85.36585365853658","90.2439024390244","82.92682926829268","82.92682926829268","82.92682926829268","82.92682926829268","82.92682926829268","82.92682926829268","70.73170731707317","70.73170731707317","70.73170731707317","68.29268292682927","68.29268292682927","68.29268292682927","78.04878048780488","78.04878048780488","78.04878048780488","26.829268292682926","26.829268292682926","26.829268292682926"
"265","79.26829268292683","75.60975609756098","82.92682926829268","75.60975609756098","73.17073170731707","78.04878048780488","78.04878048780488","78.04878048780488","78.04878048780488","80.48780487804878","80.48780487804878","80.48780487804878","78.04878048780488","78.04878048780488","78.04878048780488","82.92682926829268","82.92682926829268","82.92682926829268","82.92682926829268","82.92682926829268","82.92682926829268","9.75609756097561","9.75609756097561","9.75609756097561"
"270","84.14634146341464","80.48780487804878","87.8048780487805","84.14634146341463","82.92682926829268","85.36585365853658","82.92682926829268","82.92682926829268","82.92682926829268","78.04878048780488","78.04878048780488","78.04878048780488","70.73170731707317","70.73170731707317","70.73170731707317","82.92682926829268","82.92682926829268","82.92682926829268","90.2439024390244","90.2439024390244","90.2439024390244","4.878048780487805","4.878048780487805","4.878048780487805"
"275","80.48780487804878","80.48780487804878","80.48780487804878","84.14634146341463","82.92682926829268","85.36585365853658","78.04878048780488","78.04878048780488","78.04878048780488","78.04878048780488","78.04878048780488","78.04878048780488","70.73170731707317","70.73170731707317","70.73170731707317","70.73170731707317","70.73170731707317","70.73170731707317","87.8048780487805","87.8048780487805","87.8048780487805","4.878048780487805","4.878048780487805","4.878048780487805"
"280","78.04878048780488","75.60975609756098","80.48780487804878","86.58536585365854","85.36585365853658","87.8048780487805","87.8048780487805","87.8048780487805","87.8048780487805","85.36585365853658","85.36585365853658","85.36585365853658","75.60975609756098","75.60975609756098","75.60975609756098","90.2439024390244","90.2439024390244","90.2439024390244","82.92682926829268","82.92682926829268","82.92682926829268","7.317073170731708","7.317073170731708","7.317073170731708"
"285","90.2439024390244","87.8048780487805","92.6829268292683","76.82926829268293","75.60975609756098","78.04878048780488","68.29268292682927","68.29268292682927","68.29268292682927","85.36585365853658","85.36585365853658","85.36585365853658","73.17073170731707","73.17073170731707","73.17073170731707","82.92682926829268","82.92682926829268","82.92682926829268","90.2439024390244","90.2439024390244","90.2439024390244","24.390243902439025","24.390243902439025","24.390243902439025"
"290","75.60975609756098","70.73170731707317","80.48780487804878","74.39024390243902","70.73170731707317","78.04878048780488","82.92682926829268","82.92682926829268","82.92682926829268","80.48780487804878","80.48780487804878","80.48780487804878","75.60975609756098","75.60975609756098","75.60975609756098","85.36585365853658","85.36585365853658","85.36585365853658","87.8048780487805","87.8048780487805","87.8048780487805","17.073170731707318","17.073170731707318","17.073170731707318"
"295","85.3658536585366","82.92682926829268","87.8048780487805","78.04878048780488","73.17073170731707","82.92682926829268","85.36585365853658","85.36585365853658","85.36585365853658","80.48780487804878","80.48780487804878","80.48780487804878","82.92682926829268","82.92682926829268","82.92682926829268","85.36585365853658","85.36585365853658","85.36585365853658","82.92682926829268","82.92682926829268","82.92682926829268","26.829268292682926","26.829268292682926","26.829268292682926"
